sentence_translation,paraphrase_translation,norm_sentence_translation,norm_paraphrase_translation,labse_similarity,laser_similarity,jaccard_similarity,length_ratio,meteor_score,raw_meteor_score,lemma_meteor_score,meteor_difference,ensemble_score,is_paraphrase,length_s1,length_s2,string_similarity,is_identical
"Opozorila pred tropskimi nevihtami so bila v četrtek objavljena za Jamajko in Haiti ter opazovanja za zahodno Dominikansko republiko, jugovzhodne Bahame in otoke Turks in Caicos.","Vendar so bile danes objavljene opozorila pred tropskimi nevihtami za Haiti, zahodne dele Dominikanske republike, jugovzhodne Bahame in otoke Turk in Caicos.","opozorila pred tropskimi nevihtami so bila v četrtek objavljena za jamajko in haiti ter opazovanja za zahodno dominikansko republiko, jugovzhodne bahame in otoke turks in caicos.","vendar so bile danes objavljene opozorila pred tropskimi nevihtami za haiti, zahodne dele dominikanske republike, jugovzhodne bahame in otoke turk in caicos.",0.9098024368286133,0.9538708925247192,0.3333333333333333,0.8461538461538461,0.500416050295858,0.500416050295858,0.500416050295858,0.0,0.8180725654671649,True,26,22,0.5280898876404494,False
"Zuccarini je bil odredil, da ostane brez varščine v sredo s strani zveznega sodnika v Fort Lauderdaleju, Fla.","Zvezni sodnik v Fort Lauderdaleju ga je odredil, da ostane brez varščine.","zuccarini je bil odredil, da ostane brez varščine v sredo s strani zveznega sodnika v fort lauderdaleju, fla.","zvezni sodnik v fort lauderdaleju ga je odredil, da ostane brez varščine.",0.7864562273025513,0.7723536491394043,0.3181818181818182,0.6666666666666666,0.3864649307999062,0.3864649307999062,0.3864649307999062,0.0,0.683419927227681,False,18,12,0.24770642201834858,False
"BMI med 18,5 in 24,9 velja za normalno, nad 25 se šteje za prekomerno telesno težo in 30 ali več je opredeljeno kot debelost.",BMI nad 25 velja za prekomerno telesno težo; 30 ali več se šteje za debelost.,"bmi med 18,5 in 24,9 velja za normalno, nad 25 se šteje za prekomerno telesno težo in 30 ali več je opredeljeno kot debelost.",bmi nad 25 velja za prekomerno telesno težo; 30 ali več se šteje za debelost.,0.8300880193710327,0.9476745128631592,0.5652173913043478,0.625,0.5681818181818182,0.5681818181818182,0.5681818181818182,0.0,0.7921774825559776,True,24,15,0.544,False
"Dolar je bil pri 116,78 jena JPY=, skoraj nespremenjen v seji, in pri 1,2871 proti švicarskemu franku CHF=, znižan za 0,1 odstotka.","Dolar je bil pri 116,92 jena proti jenu, nespremenjen v seji, in pri 1,2891 proti švicarskemu franku, prav tako nespremenjen.","dolar je bil pri 116,78 jena jpy=, skoraj nespremenjen v seji, in pri 1,2871 proti švicarskemu franku chf=, znižan za 0,1 odstotka.","dolar je bil pri 116,92 jena proti jenu, nespremenjen v seji, in pri 1,2891 proti švicarskemu franku, prav tako nespremenjen.",0.7799903750419617,0.912278413772583,0.39285714285714285,0.9090909090909091,0.5402650356778795,0.5402650356778795,0.5402650356778795,0.0,0.7699009829111528,True,22,20,0.7022900763358779,False
"Vendar sta pred šestimi meseci strani uspeli skleniti dogovor o premostitvi dolga v višini 6,8 milijarde dolarjev, ki poteče avgusta.","Pred šestimi meseci sta se IMF in Argentina dogovorila o minimalnem premostitvenem dogovoru v višini 6,8 milijarde dolarjev, ki poteče avgusta.","vendar sta pred šestimi meseci strani uspeli skleniti dogovor o premostitvi dolga v višini 6,8 milijarde dolarjev, ki poteče avgusta.","pred šestimi meseci sta se imf in argentina dogovorila o minimalnem premostitvenem dogovoru v višini 6,8 milijarde dolarjev, ki poteče avgusta.",0.8177030086517334,0.688369870185852,0.4642857142857143,0.9523809523809523,0.6373458153021873,0.6373458153021873,0.6373458153021873,0.0,0.7389934127133345,False,20,21,0.6433566433566433,False
"Preprosto povedano, sramežljivi posamezniki so ponavadi bolj zadržani do novih ljudi in situacij.","Zavirani otroci so ponavadi zadržani do novih ljudi, predmetov in situacij, medtem ko nezavirani otroci spontano pristopajo k njim.","preprosto povedano, sramežljivi posamezniki so ponavadi bolj zadržani do novih ljudi in situacij.","zavirani otroci so ponavadi zadržani do novih ljudi, predmetov in situacij, medtem ko nezavirani otroci spontano pristopajo k njim.",0.7268417477607727,0.6027247309684753,0.24,0.6842105263157895,0.41360294117647056,0.41360294117647056,0.41360294117647056,0.0,0.6053354651440778,False,13,19,0.2977099236641222,False
"Želel sem najlepše ljudi pripeljati v najlepšo zgradbo, je dejal Tunick v nedeljo.","Želel sem najlepše ljudi pripeljati v najlepšo zgradbo, je dejal v nedeljo v dvorani Grand Central.","želel sem najlepše ljudi pripeljati v najlepšo zgradbo, je dejal tunick v nedeljo.","želel sem najlepše ljudi pripeljati v najlepšo zgradbo, je dejal v nedeljo v dvorani grand central.",0.8896445631980896,0.9402711391448975,0.625,0.8125,0.8071832473746349,0.8071832473746349,0.8071832473746349,0.0,0.8624074917601688,True,13,16,0.7373737373737373,False
"Indeks S&P 500 se je dvignil za 1,26 ali 0,1 odstotka na 1.039,32, potem ko je včeraj padel za 10,75.","Široki indeks Standard & Poor's 500 <.SPX> se je znižal za 10,75 točke ali 1,02 odstotka na 1.039,32.","indeks s&p 500 se je dvignil za 1,26 ali 0,1 odstotka na 1.039,32, potem ko je včeraj padel za 10,75.","široki indeks standard & poor's 500 <.spx> se je znižal za 10,75 točke ali 1,02 odstotka na 1.039,32.",0.7600029706954956,0.5745257139205933,0.2857142857142857,0.9,0.26870265151515155,0.26870265151515155,0.26870265151515155,0.0,0.62180059617732,False,20,18,0.20792079207920788,False
Trenutno živita na krovu vesoljske postaje ameriški astronavt Ed Lu in ruski kozmonavt Jurij Malenčenko.,Duque se bo 27.,trenutno živita na krovu vesoljske postaje ameriški astronavt ed lu in ruski kozmonavt jurij malenčenko.,duque se bo 27.,0.22818933427333832,0.13327613472938538,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.15792524079481762,False,15,4,0.09615384615384615,False
"Čeprav je Singapur majhna mestna država, je 12.",Singapur je že 12.,"čeprav je singapur majhna mestna država, je 12.",singapur je že 12.,0.7474666237831116,0.8072131872177124,0.375,0.5,0.19736842105263158,0.19736842105263158,0.19736842105263158,0.0,0.6483874477838216,False,8,4,0.3829787234042553,False
"AFL-CIO je v sredo sporočil, da bo oktobra odločil, ali bo podprl kandidata pred primarnimi volitvami.","AFL-CIO bo oktobra odločila, ali bo podprla kandidata.","afl-cio je v sredo sporočil, da bo oktobra odločil, ali bo podprl kandidata pred primarnimi volitvami.","afl-cio bo oktobra odločila, ali bo podprla kandidata.",0.7651451826095581,0.940963864326477,0.2222222222222222,0.5,0.29342105263157897,0.29342105263157897,0.29342105263157897,0.0,0.6899115598271467,False,16,8,0.4901960784313726,False
"Največji dobički so bili opaženi pri cenah, novih naročilih, zalogah in izvozu.",Za civilno ali kazensko sojenje niso določeni datumi.,"največji dobički so bili opaženi pri cenah, novih naročilih, zalogah in izvozu.",za civilno ali kazensko sojenje niso določeni datumi.,0.2758880853652954,-0.04483921080827713,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.16357013757030173,False,12,8,0.30379746835443033,False
Dobiček na delnico iz rednega poslovanja bo 13 do 14 centov.,"Trgovanje z Loralom je bilo včeraj ustavljeno; delnice so v ponedeljek zaključile pri 3,01 dolarja.",dobiček na delnico iz rednega poslovanja bo 13 do 14 centov.,"trgovanje z loralom je bilo včeraj ustavljeno; delnice so v ponedeljek zaključile pri 3,01 dolarja.",0.32690516114234924,0.27614647150039673,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.2869393392403921,False,11,15,0.24242424242424243,False
"Trgovina z Loralom je bila včeraj prekinjena; delnice so v petek zaključile pri 3,01 dolarja.","Načrtuje večerjo s četami na kosovskem vojaškem sedežu ZDA, Camp Bondsteel.","trgovina z loralom je bila včeraj prekinjena; delnice so v petek zaključile pri 3,01 dolarja.","načrtuje večerjo s četami na kosovskem vojaškem sedežu zda, camp bondsteel.",0.12085563689470291,-0.03412487357854843,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.11143812601764999,False,15,11,0.20430107526881724,False
"Lani je sodišče potrdilo program šolskih bonov v Clevelandu, s 5-4 odločitvijo, da so boni ustavni, če staršem omogočajo izbiro verskih in svetnih šol.","Tožilci so vložili vlogo, v kateri so Leeju sporočili, da nameravajo zahtevati smrtno kazen.","lani je sodišče potrdilo program šolskih bonov v clevelandu, s 5-4 odločitvijo, da so boni ustavni, če staršem omogočajo izbiro verskih in svetnih šol.","tožilci so vložili vlogo, v kateri so leeju sporočili, da nameravajo zahtevati smrtno kazen.",0.28837084770202637,0.16569320857524872,0.08823529411764706,0.5833333333333334,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.0,0.23873490352891802,False,24,14,0.29801324503311255,False
Skupino bo vodil državni sekretar John S.,"Pričakuje se, da bo ameriški trg čipov letos upadel za 2,1 odstotka, nato pa zrasel za 15,7 odstotka leta 2004.",skupino bo vodil državni sekretar john s.,"pričakuje se, da bo ameriški trg čipov letos upadel za 2,1 odstotka, nato pa zrasel za 15,7 odstotka leta 2004.",0.28931957483291626,0.0037504970096051693,0.04,0.35,0.06024096385542168,0.06024096385542168,0.06024096385542168,0.0,0.16187707542159024,False,7,20,0.19819819819819817,False
"Podjetje je napovedalo, da namerava popraviti svoje dobičke za obdobje od leta 2000 do leta 2002.","Komisija mora določiti podrobnosti načrta, vendar bi povprečni stanovanjski odjemalec, ki plačuje 840 dolarjev letno, letno prihranil približno 30 dolarjev.","podjetje je napovedalo, da namerava popraviti svoje dobičke za obdobje od leta 2000 do leta 2002.","komisija mora določiti podrobnosti načrta, vendar bi povprečni stanovanjski odjemalec, ki plačuje 840 dolarjev letno, letno prihranil približno 30 dolarjev.",0.4088532626628876,0.2688564956188202,0.0,0.8,0.0,0.0,0.0,0.0,0.32419825375080114,False,16,20,0.27564102564102566,False
"Rezultati drugega največjega proizvajalca brezalkoholnih pijač v ZDA, PepsiCo Inc.","Podjetje je januarja napovedalo, da bo moralo popraviti dobiček za leto 2002, 2001 in morda tudi za leto 2000.","rezultati drugega največjega proizvajalca brezalkoholnih pijač v zda, pepsico inc.","podjetje je januarja napovedalo, da bo moralo popraviti dobiček za leto 2002, 2001 in morda tudi za leto 2000.",0.3221212923526764,0.16129562258720398,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.2298687826646002,False,10,19,0.26363636363636367,False
"Rezultat je celovit paket, ki bo našim zaposlenim v naslednjih štirih letih zagotovil pomembno gospodarsko rast.","Rezultati drugega največjega proizvajalca brezalkoholnih pijač v ZDA, PepsiCo Inc.","rezultat je celovit paket, ki bo našim zaposlenim v naslednjih štirih letih zagotovil pomembno gospodarsko rast.","rezultati drugega največjega proizvajalca brezalkoholnih pijač v zda, pepsico inc.",0.32481124997138977,0.20640720427036285,0.04,0.625,0.03246753246753247,0.03246753246753247,0.03246753246753247,0.0,0.26159341451641804,False,16,10,0.2678571428571429,False
"Amrozi je svojega brata obtožil, da je namerno popačil njegove dokaze, pri čemer ga je imenoval samo ""priča"".","Amrozi je obtožil svojega brata, ki ga je imenoval ""priča"", da je namerno popačil njegove dokaze.","amrozi je svojega brata obtožil, da je namerno popačil njegove dokaze, pri čemer ga je imenoval samo ""priča"".","amrozi je obtožil svojega brata, ki ga je imenoval ""priča"", da je namerno popačil njegove dokaze.",0.9541435837745667,0.9796568751335144,0.42857142857142855,0.8888888888888888,0.4991178382393909,0.4991178382393909,0.4991178382393909,0.0,0.857212311619852,True,18,16,0.37614678899082565,False
"Yucaipa je leta 1995 kupila Dominick's za 693 milijonov dolarjev in jo leta 1998 prodala Safewayu za 1,8 milijarde dolarjev.","Yucaipa je imela v lasti Dominick's, preden je verigo leta 1998 prodala Safewayu za 2,5 milijarde dolarjev.","yucaipa je leta 1995 kupila dominick's za 693 milijonov dolarjev in jo leta 1998 prodala safewayu za 1,8 milijarde dolarjev.","yucaipa je imela v lasti dominick's, preden je verigo leta 1998 prodala safewayu za 2,5 milijarde dolarjev.",0.8313674926757812,0.8365303874015808,0.36,0.85,0.43679889703578373,0.43679889703578373,0.43679889703578373,0.0,0.7481860029943652,False,20,17,0.6693548387096775,False
10.,"Dodali so, da so 10.",10.,"dodali so, da so 10.",0.6081815361976624,0.8019834160804749,0.2,0.2,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.0,0.5595819250174933,False,1,5,0.15000000000000002,False
"Delnice Tab so se zvišale za 20 centov ali 4,6%, in dosegle rekordno visoko zapiralno vrednost pri A$4,57.","Okoli 0335 GMT so se delnice Tab zvišale za 19 centov ali 4,4%, na A$4,56, potem ko so prej dosegle rekordno visoko vrednost A$4,57.","delnice tab so se zvišale za 20 centov ali 4,6%, in dosegle rekordno visoko zapiralno vrednost pri a$4,57.","okoli 0335 gmt so se delnice tab zvišale za 19 centov ali 4,4%, na a$4,56, potem ko so prej dosegle rekordno visoko vrednost a$4,57.",0.7958632707595825,0.8625888824462891,0.4642857142857143,0.75,0.6174842527199846,0.6174842527199846,0.6174842527199846,0.0,0.7602989697382898,True,18,24,0.48484848484848486,False
"The stock rose $2.11, or about 11 percent, to close Friday at $21.51 on the New York Stock Exchange.","Delež se je dvignil za 2,11 dolarja, približno 11 odstotkov, in v petek zaprl pri 21,51 dolarja na borzi New York Stock Exchange.","the stock rose $2.11, or about 11 percent, to close friday at $21.51 on the new york stock exchange.","delež se je dvignil za 2,11 dolarja, približno 11 odstotkov, in v petek zaprl pri 21,51 dolarja na borzi new york stock exchange.",0.9421526789665222,0.9128785133361816,0.14285714285714285,0.8260869565217391,0.2494845360824742,0.2494845360824742,0.2494845360824742,0.0,0.772567489133599,True,19,23,0.41860465116279066,False
Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.,PG&E Corp.,revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.,pg&e corp.,0.15956035256385803,-0.06986990571022034,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.05397428042358823,False,18,2,0.0625,False
"The Nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 on Friday.","With the scandal hanging over Stewart's company, revenue the first quarter of the year dropped 15 percent from the same period a year earlier.","the nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 on friday.","with the scandal hanging over stewart's company, revenue the first quarter of the year dropped 15 percent from the same period a year earlier.",0.29665976762771606,0.33726605772972107,0.09090909090909091,0.6666666666666666,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.0,0.30452987155614997,False,16,24,0.2816901408450704,False
